,0
2020.04.29.,http://www.enewstoday.co.kr/news/articleView.html?idxno=1384537
2020.05.01.,http://www.finomy.com/news/articleView.html?idxno=77701
2020.05.01.,https://www.techm.kr/news/articleView.html?idxno=71368
2020.05.02.,http://www.fnnews.com/news/202004300012132083
2020.05.06.,http://www.gameple.co.kr/news/articleView.html?idxno=153636
2020.05.06.,http://www.newsway.co.kr/news/view?tp=1&ud=2020050611570865061
2020.05.07.,http://gamefocus.co.kr/detail.php?number=104876
2020.05.07.,http://www.fomos.kr/redirect/news_view?news_cate_id=2&entry_id=88590
2020.05.07.,http://www.thegames.co.kr/news/articleView.html?idxno=220541
2020.05.07.,https://byline.network/?p=48609
2020.05.07.,http://game.mk.co.kr/view.php?year=2020&no=466851
2020.05.07.,http://www.ddaily.co.kr/news/article.html?no=195225
2020.05.07.,http://www.newsis.com/view/?id=NISX20200507_0001016977&cID=13001&pID=13000
2020.05.07.,http://www.inews24.com/view/1263208
2020.05.07.,http://www.edaily.co.kr/news/newspath.asp?newsid=03975366625766624
2020.05.07.,https://www.sedaily.com/NewsView/1Z2NQTRR3B
2020.05.07.,http://weeklytrade.co.kr/news/view.html?section=1&category=3&item=&no=64306
2020.05.07.,http://www.newsian.co.kr/news/articleView.html?idxno=41401
2020.05.07.,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1630440
2020.05.08.,http://www.lawissue.co.kr/view.php?ud=202005080822269066204ead0791_12
2020.05.08.,https://www.zdnet.co.kr/view/?no=20200508082125
2020.05.08.,http://www.ekn.kr/news/article.html?no=497959
2020.05.08.,https://view.asiae.co.kr/article/2020050808292550622
2020.05.08.,http://www.getnews.co.kr/view.php?ud=2020050808275395087f7a2feaf6_16
2020.05.08.,http://www.ajunews.com/view/20200508082213749
2020.05.08.,http://www.newspim.com/news/view/20200508000086
2020.05.08.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1892035
2020.05.08.,http://www.asiatoday.co.kr/view.php?key=20200508010003196
2020.05.08.,https://www.ebn.co.kr/news/view/1432732?sc=Naver
2020.05.08.,https://biz.chosun.com/site/data/html_dir/2020/05/08/2020050800653.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2020.05.08.,https://www.news1.kr/articles/?3928286
2020.05.08.,http://news.mk.co.kr/newsRead.php?no=469586&year=2020
2020.05.08.,http://www.seoulfn.com/news/articleView.html?idxno=381712
2020.05.08.,http://news.einfomax.co.kr/news/articleView.html?idxno=4086460
2020.05.08.,http://www.edaily.co.kr/news/newspath.asp?newsid=01610486625766952
2020.05.08.,http://www.gameshot.net/common/con_view.php?code=GA5eb49ddc16180
2020.05.08.,http://biz.newdaily.co.kr/site/data/html/2020/05/08/2020050800023.html
2020.05.08.,http://www.g-enews.com/ko-kr/news/article/news_all/202005080844247421bf45d5d5ea_1/article.html
2020.05.08.,https://www.sedaily.com/NewsView/1Z2O6BRBE0
2020.05.08.,http://www.newstomato.com/ReadNews.aspx?no=970620
2020.05.08.,https://www.hankyung.com/it/article/202005086291g
2020.05.08.,https://www.nocutnews.co.kr/news/5339853
2020.05.08.,http://news.tf.co.kr/read/economy/1792587.htm
2020.05.08.,http://www.sporbiz.co.kr/news/articleView.html?idxno=436830
2020.05.08.,https://www.dailian.co.kr/news/view/888690?sc=Naver
2020.05.08.,http://news.mt.co.kr/mtview.php?no=2020050808344184583
2020.05.08.,http://www.newsway.co.kr/news/view?tp=1&ud=2020050809005044374
2020.05.08.,http://www.newsis.com/view/?id=NISX20200508_0001017591&cID=13001&pID=13000
2020.05.08.,http://www.bloter.net/archives/380069
2020.05.08.,http://news.mt.co.kr/mtview.php?no=2020050809123044795
2020.05.08.,http://www.inews24.com/view/1263329
2020.05.08.,http://www.osen.co.kr/article/G1111349866
2020.05.08.,http://www.apparelnews.co.kr/news/news_view/?idx=182569
2020.05.08.,http://www.kukinews.com/news/article.html?no=785130
2020.05.08.,http://www.ddaily.co.kr/news/article.html?no=195245
2020.05.08.,http://www.paxetv.com/news/articleView.html?idxno=91665
2020.05.08.,https://www.asiatime.co.kr/news/newsview.php?ncode=1065571401981933
2020.05.08.,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202005080086&t=NN
2020.05.08.,http://www.segye.com/content/html/2020/05/08/20200508506685.html?OutUrl=naver
2020.05.08.,http://www.newspim.com/news/view/20200508000170
2020.05.08.,http://www.datanet.co.kr/news/articleView.html?idxno=145605
2020.05.08.,http://www.econovill.com/news/articleView.html?idxno=395725
2020.05.08.,https://www.techm.kr/news/articleView.html?idxno=71512
2020.05.08.,http://news.heraldcorp.com/view.php?ud=20200508000153
2020.05.08.,https://www.wikitree.co.kr/articles/530358
2020.05.08.,http://www.gameshot.net/common/con_view.php?code=GA5eb4ac0ac6daf
2020.05.08.,http://www.metroseoul.co.kr/article/20200508500012
2020.05.08.,http://www.newsworks.co.kr/news/articleView.html?idxno=453287
2020.05.08.,http://daily.hankooki.com/lpage/ittech/202005/dh20200508095703138240.htm?s_ref=nv
2020.05.08.,http://www.betanews.net:8080/article/1174032.html
2020.05.08.,http://www.ftoday.co.kr/news/articleView.html?idxno=201541
2020.05.08.,http://game.mk.co.kr/view.php?year=2020&no=470163
2020.05.08.,http://gamefocus.co.kr/detail.php?number=104919
2020.05.08.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1892105
2020.05.08.,http://www.sentv.co.kr/news/view/572631
2020.05.08.,http://www.newspim.com/news/view/20200508000225
2020.05.08.,http://www.fomos.kr/redirect/news_view?news_cate_id=7&entry_id=88623
2020.05.08.,http://gamefocus.co.kr/detail.php?number=104926
2020.05.08.,http://daily.hankooki.com/lpage/ittech/202005/dh20200508103010138280.htm?s_ref=nv
2020.05.08.,http://www.thegames.co.kr/news/articleView.html?idxno=220574
2020.05.08.,http://news.bizwatch.co.kr/article/mobile/2020/05/08/0004/naver
2020.05.08.,http://www.inews24.com/view/1263402
2020.05.08.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1892155
2020.05.08.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=233144
2020.05.08.,http://www.dizzotv.com/site/data/html_dir/2020/05/08/2020050880038.html
2020.05.08.,http://www.opinionnews.co.kr/news/articleView.html?idxno=33401
2020.05.08.,http://news.heraldcorp.com/view.php?ud=20200508000398
2020.05.08.,http://www.epnc.co.kr/news/articleView.html?idxno=96109
2020.05.08.,http://www.inven.co.kr/webzine/news/?news=238068
2020.05.08.,http://www.g-enews.com/ko-kr/news/article/news_all/202005081109455473bf45d5d5ea_1/article.html
2020.05.08.,https://www.dailian.co.kr/news/view/888783?sc=Naver
2020.05.08.,http://www.straightnews.co.kr/news/articleView.html?idxno=74002
2020.05.08.,https://www.fetv.co.kr/news/article.html?no=54110
2020.05.08.,http://game.donga.com/95268/
2020.05.08.,https://www.news1.kr/articles/?3928635
2020.05.08.,http://www.shinailbo.co.kr/news/articleView.html?idxno=1276833
2020.05.08.,http://www.osen.co.kr/article/G1111349930
2020.05.08.,http://www.startuptoday.co.kr/news/articleView.html?idxno=41392
2020.05.08.,http://www.koreastocknews.com/news/articleView.html?idxno=53395
2020.05.08.,http://www.etnews.com/20200508000169
2020.05.08.,https://www.paxnetnews.com/articles/60263
2020.05.08.,http://www.newsis.com/view/?id=NISX20200508_0001018157&cID=13001&pID=13000
2020.05.08.,http://www.sisaon.co.kr/news/articleView.html?idxno=112592
2020.05.08.,http://news.mt.co.kr/mtview.php?no=2020050814351414439
2020.05.08.,http://4th.kr/View.aspx?No=838339
2020.05.08.,http://www.newstomato.com/ReadNews.aspx?no=970775
2020.05.08.,http://www.newsway.co.kr/news/view?tp=1&ud=2020050814350954596
2020.05.08.,http://www.newsway.co.kr/news/view?tp=1&ud=2020050811193312854
2020.05.08.,http://www.nspna.com/news/?mode=view&newsid=427395
2020.05.08.,http://www.ddaily.co.kr/news/article.html?no=195284
2020.05.08.,http://www.seoulwire.com/news/articleView.html?idxno=410981
2020.05.08.,http://www.bloter.net/archives/380122
2020.05.08.,http://www.sisaweek.com/news/articleView.html?idxno=133627
2020.05.08.,http://www.gameple.co.kr/news/articleView.html?idxno=153683
2020.05.08.,http://www.srtimes.kr/news/articleView.html?idxno=61508
2020.05.08.,http://www.fnnews.com/news/202005081744314545
2020.05.08.,https://www.news2day.co.kr/152476
2020.05.08.,http://inthenews.co.kr/article-48493/
2020.05.08.,http://www.ekn.kr/news/article.html?no=498127
2020.05.08.,http://www.itdaily.kr/news/articleView.html?idxno=101013
2020.05.10.,http://www.etnews.com/20200508000128
2020.05.11.,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202005110006&t=NN
2020.05.11.,http://www.edaily.co.kr/news/newspath.asp?newsid=01338246625767936
2020.05.11.,http://www.fnnews.com/news/202005110726431877
2020.05.11.,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202005081119231680102083
2020.05.11.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1892658
2020.05.11.,http://www.newsis.com/view/?id=NISX20200511_0001019714&cID=13001&pID=13000
2020.05.11.,http://www.edaily.co.kr/news/newspath.asp?newsid=01518646625767936
2020.05.11.,http://www.inews24.com/view/1263803
2020.05.11.,http://www.seoulwire.com/news/articleView.html?idxno=411142
2020.05.11.,http://www.newspim.com/news/view/20200511000120
2020.05.11.,http://www.viva100.com/main/view.php?key=20200511010002378
2020.05.11.,https://www.hankyung.com/finance/article/202005113410L
2020.05.11.,https://www.hankyung.com/finance/article/202005113422L
2020.05.11.,http://www.pressm.kr/news/articleView.html?idxno=29570
2020.05.11.,http://www.straightnews.co.kr/news/articleView.html?idxno=74151
2020.05.11.,http://www.newspim.com/news/view/20200511000251
2020.05.11.,http://www.newspim.com/news/view/20200511000439
2020.05.11.,http://gamefocus.co.kr/detail.php?number=105007
2020.05.11.,http://game.mk.co.kr/view.php?year=2020&no=479813
2020.05.11.,http://www.newspim.com/news/view/20200511000807
2020.05.11.,http://www.sisaweek.com/news/articleView.html?idxno=133682
2020.05.11.,https://www.hankyung.com/finance/article/2020051160791
2020.05.12.,http://www.fintechpost.co.kr/news/articleView.html?idxno=113471
2020.05.12.,http://www.seoulwire.com/news/articleView.html?idxno=411356
2020.05.12.,http://www.asiatoday.co.kr/view.php?key=20200512010005327
2020.05.12.,http://www.ajunews.com/view/20200512091740106
2020.05.12.,http://www.gameshot.net/common/con_view.php?code=GA5eb9ebaf93ff3
2020.05.12.,http://www.ceoscoredaily.com/news/article.html?no=69342
2020.05.12.,http://www.startuptoday.co.kr/news/articleView.html?idxno=41593
2020.05.12.,http://www.ddaily.co.kr/news/article.html?no=195388
2020.05.12.,http://www.seoulfn.com/news/articleView.html?idxno=382119
2020.05.12.,https://www.wikitree.co.kr/articles/531357
2020.05.12.,http://biz.newdaily.co.kr/site/data/html/2020/05/12/2020051200025.html
2020.05.12.,http://www.osen.co.kr/article/G1111351797
2020.05.12.,http://www.viva100.com/main/view.php?key=20200512010002887
2020.05.12.,http://www.newsis.com/view/?id=NISX20200512_0001021371&cID=13001&pID=13000
2020.05.12.,http://digitalchosun.dizzo.com/site/data/html_dir/2020/05/12/2020051280038.html
2020.05.12.,http://game.mk.co.kr/view.php?year=2020&no=481962
2020.05.12.,http://www.getnews.co.kr/view.php?ud=2020051209475044557f7a2feaf6_16
2020.05.12.,https://view.asiae.co.kr/article/2020051209545963283
2020.05.12.,http://www.sporbiz.co.kr/news/articleView.html?idxno=437824
2020.05.12.,http://www.betanews.net:8080/article/1175532.html
2020.05.12.,http://www.inews24.com/view/1264210
2020.05.12.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1893320
2020.05.12.,https://www.news1.kr/articles/?3931675
2020.05.12.,http://www.nspna.com/news/?mode=view&newsid=427890
2020.05.12.,http://www.ekn.kr/news/article.html?no=498681
2020.05.12.,http://www.kukinews.com/news/article.html?no=786414
2020.05.12.,http://www.ilovepc.co.kr/news/articleView.html?idxno=34662
2020.05.12.,http://www.econovill.com/news/articleView.html?idxno=396160
2020.05.12.,http://www.g-enews.com/ko-kr/news/article/news_all/2020051210195518472500a1b5d6_1/article.html
2020.05.12.,https://www.zdnet.co.kr/view/?no=20200512102051
2020.05.12.,http://www.dizzotv.com/site/data/html_dir/2020/05/12/2020051280081.html
2020.05.12.,http://moneys.mt.co.kr/news/mwView.php?no=2020051210368098530
2020.05.12.,https://www.techm.kr/news/articleView.html?idxno=71608
2020.05.12.,http://www.inven.co.kr/webzine/news/?news=238203
2020.05.12.,https://www.asiatime.co.kr/news/newsview.php?ncode=1065576503916847
2020.05.12.,http://www.finomy.com/news/articleView.html?idxno=77928
2020.05.12.,http://gamefocus.co.kr/detail.php?number=105026
2020.05.12.,http://www.etnews.com/20200512000116
2020.05.12.,http://news.mt.co.kr/mtview.php?no=2020051210364416945
2020.05.12.,http://www.gameple.co.kr/news/articleView.html?idxno=153719
2020.05.12.,http://game.donga.com/95295/
2020.05.12.,http://www.ftoday.co.kr/news/articleView.html?idxno=201634
2020.05.12.,http://www.newsworks.co.kr/news/articleView.html?idxno=454101
2020.05.12.,http://www.gamechosun.co.kr/webzine/article/view.php?no=165006
2020.05.12.,http://news.bizwatch.co.kr/article/mobile/2020/05/12/0004/naver
2020.05.12.,http://news.mk.co.kr/newsRead.php?no=482690&year=2020
2020.05.12.,http://www.newstomato.com/ReadNews.aspx?no=971356
2020.05.12.,http://news.heraldcorp.com/view.php?ud=20200512000611
2020.05.12.,http://www.updownnews.co.kr/news/articleView.html?idxno=218569
2020.05.12.,http://www.enewstoday.co.kr/news/articleView.html?idxno=1386693
2020.05.12.,http://www.lawissue.co.kr/view.php?ud=202005121259572476204ead0791_12
2020.05.12.,https://biz.chosun.com/site/data/html_dir/2020/05/12/2020051202283.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2020.05.12.,http://www.newsprime.co.kr/news/article.html?no=504128
2020.05.12.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=233579
2020.05.12.,http://daily.hankooki.com/lpage/ittech/202005/dh20200512153732138280.htm?s_ref=nv
2020.05.12.,http://www.dt.co.kr/contents.html?article_no=2020051202109931054001&ref=naver
2020.05.12.,http://www.newsis.com/view/?id=NISX20200512_0001021955&cID=10401&pID=10400
2020.05.12.,http://game.donga.com/95304/
2020.05.12.,http://game.dailyesports.com/view.php?ud=202005121726174901da2c546b3a_26
2020.05.12.,https://www.ebn.co.kr/news/view/1433386?sc=Naver
2020.05.12.,http://it.chosun.com/site/data/html_dir/2020/05/12/2020051203199.html
2020.05.12.,http://isplus.live.joins.com/news/article/article.asp?total_id=23774971
2020.05.12.,http://www.dt.co.kr/contents.html?article_no=2020051302100331054002&ref=naver
2020.05.13.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1893752
2020.05.13.,http://www.edaily.co.kr/news/newspath.asp?newsid=01472726625768592
2020.05.13.,http://www.etoday.co.kr/news/section/newsview.php?idxno=1893756
2020.05.13.,http://www.sisaon.co.kr/news/articleView.html?idxno=112775
2020.05.13.,http://www.newspim.com/news/view/20200513000286
2020.05.13.,http://www.newspim.com/news/view/20200513000600
2020.05.13.,http://www.sisaweek.com/news/articleView.html?idxno=133770
2020.05.13.,http://daily.hankooki.com/lpage/finance/202005/dh20200513200249148310.htm?s_ref=nv
2020.05.14.,http://www.seoulfn.com/news/articleView.html?idxno=382471
2020.05.14.,http://www.inven.co.kr/webzine/news/?news=238072
2020.05.14.,http://www.edaily.co.kr/news/newspath.asp?newsid=04073766625768920
2020.05.14.,http://www.opinionnews.co.kr/news/articleView.html?idxno=33705
2020.05.16.,http://www.newsworks.co.kr/news/articleView.html?idxno=455216
2020.05.16.,http://www.fintechpost.co.kr/news/articleView.html?idxno=113982
2020.05.17.,https://www.hankyung.com/finance/article/2020051755291
2020.05.18.,http://www.newspim.com/news/view/20200518000256
2020.05.18.,http://news.bizwatch.co.kr/article/mobile/2020/05/18/0021/naver
2020.05.18.,http://www.pinpointnews.co.kr/view.php?ud=202005181703311151edd306bb14_45
2020.05.19.,https://www.wikitree.co.kr/articles/533714
2020.05.19.,http://news.bizwatch.co.kr/article/mobile/2020/05/19/0010/naver
2020.05.20.,http://www.g-enews.com/ko-kr/news/article/news_all/20200518103558602bf45d5d5ea_1/article.html
2020.05.21.,http://gamefocus.co.kr/detail.php?number=105301
2020.05.21.,http://www.sporbiz.co.kr/news/articleView.html?idxno=440586
2020.05.22.,http://www.edaily.co.kr/news/newspath.asp?newsid=01485846625771544
2020.05.22.,http://www.pinpointnews.co.kr/view.php?ud=202005221215099157edd30bb0dc_45
2020.05.22.,http://moneys.mt.co.kr/news/mwView.php?no=2020052213288051886
2020.05.22.,http://www.gameshot.net/common/con_view.php?code=GA5ec7a07b33ff9
2020.05.27.,https://www.zdnet.co.kr/view/?no=20200527101454
2020.05.27.,http://www.inews24.com/view/1268477
2020.05.28.,http://news.mk.co.kr/v2/economy/view.php?year=2020&no=545494
2020.05.28.,http://www.fomos.kr/redirect/news_view?news_cate_id=7&entry_id=89118
2020.05.28.,http://www.gameple.co.kr/news/articleView.html?idxno=154020
2020.05.28.,http://www.newspim.com/news/view/20200528000501
2020.05.28.,http://www.econovill.com/news/articleView.html?idxno=398537
2020.05.28.,https://www.asiatime.co.kr/news/newsview.php?ncode=1065591081527465
2020.05.28.,http://www.inven.co.kr/webzine/news/?news=238986
2020.05.28.,http://www.fnnews.com/news/202005281507356087
2020.05.28.,http://www.g-enews.com/ko-kr/news/article/news_all/202005281429571087bf45d5d5ea_1/article.html
2020.05.28.,http://www.newstomato.com/ReadNews.aspx?no=974861
2020.05.28.,http://news.bizwatch.co.kr/article/mobile/2020/05/28/0016/naver
2020.05.28.,http://www.opinionnews.co.kr/news/articleView.html?idxno=34310
2020.05.28.,https://www.gamemeca.com/mv.php?inflow=naver_s&gid=1632396
2020.05.31.,http://www.dkilbo.com/news/articleView.html?idxno=301670
2020.06.02.,http://isplus.live.joins.com/news/article/article.asp?total_id=23791118
2020.06.04.,http://www.econovill.com/news/articleView.html?idxno=399614
2020.06.05.,http://www.itooza.com/common/iview.php?no=2020060510262524902
2020.06.05.,http://www.inews24.com/view/1271186
2020.06.05.,http://game.donga.com/95570/
2020.06.09.,http://www.edaily.co.kr/news/newspath.asp?newsid=01495686625800080
2020.06.12.,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004006093
2020.06.14.,http://www.edaily.co.kr/news/newspath.asp?newsid=01351366625801720
2020.06.18.,http://game.dailyesports.com/view.php?ud=202006181307554274da2c546b3a_26
2020.06.18.,http://www.nspna.com/news/?mode=view&newsid=435709
2020.06.18.,http://www.lawissue.co.kr/view.php?ud=202006181335418863204ead0791_12
2020.06.18.,http://gamefocus.co.kr/detail.php?number=106320
2020.06.18.,http://www.getnews.co.kr/view.php?ud=2020061813504519557f7a2feaf6_16
2020.06.18.,http://www.seoulwire.com/news/articleView.html?idxno=416700
2020.06.18.,http://www.inews24.com/view/1274581
2020.06.18.,http://www.etnews.com/20200618000216
2020.06.18.,https://www.zdnet.co.kr/view/?no=20200618143504
2020.06.18.,http://www.fomos.kr/redirect/news_view?news_cate_id=2&entry_id=89842
2020.06.18.,http://news.heraldcorp.com/view.php?ud=20200618000747
2020.06.18.,http://www.inven.co.kr/webzine/news/?news=239938
2020.06.18.,http://www.edaily.co.kr/news/newspath.asp?newsid=03391526625803032
2020.06.18.,https://www.asiatime.co.kr/news/newsview.php?ncode=1065593452193280
2020.06.18.,http://www.gametoc.co.kr/news/articleView.html?idxno=55144
2020.06.18.,http://www.betanews.net:8080/article/1194216.html
2020.06.18.,https://www.thisisgame.com/webzine/news/nboard/4/?n=105281
2020.06.18.,http://biz.newdaily.co.kr/site/data/html/2020/06/18/2020061800211.html
2020.06.18.,http://www.topdaily.kr/news/articleView.html?idxno=68905
2020.06.18.,http://daily.hankooki.com/lpage/ittech/202006/dh20200618180545138280.htm?s_ref=nv
2020.06.18.,http://www.electimes.com/article.php?aid=1592471744200424094
2020.06.18.,http://www.gameshot.net/common/con_view.php?code=GA5eeb3f5e122ae
2020.06.18.,http://www.tgdaily.co.kr/news/articleView.html?idxno=300648
2020.06.19.,http://www.g-enews.com/ko-kr/news/article/news_all/202006190934506913bf45d5d5ea_1/article.html
2020.06.23.,http://www.edaily.co.kr/news/newspath.asp?newsid=01416966625804672
2020.06.23.,http://www.seoulwire.com/news/articleView.html?idxno=417242
2020.06.23.,https://www.dailian.co.kr/news/view/899614?sc=Naver
2020.06.23.,https://www.etoday.co.kr/news/view/1909317
2020.06.23.,http://www.ajunews.com/view/20200623083814129
2020.06.23.,http://www.newspim.com/news/view/20200623000091
2020.06.23.,http://www.newspim.com/news/view/20200623000115
2020.06.23.,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202006230091&t=NN
2020.06.23.,https://www.hankyung.com/finance/article/202006237083L
2020.06.24.,http://www.ajunews.com/view/20200623230248968
2020.06.24.,https://www.hankyung.com/finance/article/202006244166L
2020.06.25.,https://www.sedaily.com/NewsView/1Z45XB2LQS
2020.06.25.,https://www.hankyung.com/finance/article/202006258022L
2020.06.25.,https://news.mtn.co.kr/newscenter/news_viewer.mtn?gidx=2020062516040853804
2020.06.25.,http://www.inews24.com/view/1276702
2020.06.28.,https://www.hankyung.com/finance/article/2020062869081
2020.06.29.,https://www.hankyung.com/finance/article/202006299241L
2020.06.30.,http://www.newspim.com/news/view/20200630000137
2020.06.30.,http://www.pressm.kr/news/articleView.html?idxno=30911
2020.06.30.,http://jmagazine.joins.com/forbes/view/330450
2020.07.01.,http://www.fnnews.com/news/202007010850599776
2020.07.01.,https://www.ebn.co.kr/news/view/1440613/?sc=Naver
2020.07.01.,http://www.sporbiz.co.kr/news/articleView.html?idxno=451270
2020.07.01.,http://news.bizwatch.co.kr/article/mobile/2020/06/30/0030/naver
2020.07.01.,https://www.wikitree.co.kr/articles/548094
2020.07.01.,http://www.thevaluenews.co.kr/news/view.php?idx=159958
2020.07.03.,https://zdnet.co.kr/view/?no=20200702181540
2020.07.04.,http://www.tgdaily.co.kr/news/articleView.html?idxno=300806
2020.07.06.,https://www.news2day.co.kr/155673
2020.07.06.,http://www.ceoscoredaily.com/news/article.html?no=71174
2020.07.06.,https://www.hankyung.com/finance/article/202007065805L
2020.07.07.,http://www.g-enews.com/ko-kr/news/article/news_all/202007070726253488442088f476_1/article.html
2020.07.07.,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202007021647335400107033
2020.07.07.,https://view.asiae.co.kr/article/2020070709594789558
2020.07.08.,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202007031508445920107582
2020.07.08.,https://www.thisisgame.com/webzine/game/nboard/225/?n=105864
2020.07.09.,http://www.newsis.com/view/?id=NISX20200709_0001089034&cID=10401&pID=10400
2020.07.10.,http://www.inven.co.kr/webzine/news/?news=240520&iskin=esports
2020.07.11.,http://www.ceoscoredaily.com/news/article.html?no=71378
2020.07.13.,http://www.ekn.kr/news/article.html?no=510892
2020.07.13.,http://www.gameshot.net/common/con_view.php?code=GA5f0c0223df9a4
2020.07.14.,https://zdnet.co.kr/view/?no=20200714102135
2020.07.15.,http://www.newsis.com/view/?id=NISX20200715_0001095514&cID=10401&pID=10400
2020.07.15.,https://www.etoday.co.kr/news/view/1917865
2020.07.15.,http://www.businesspost.co.kr/BP?command=article_view&num=187424
2020.07.16.,http://www.seoulwire.com/news/articleView.html?idxno=420462
2020.07.17.,http://www.thebell.co.kr/front/free/contents/news/article_view.asp?key=202007151501405520105331
2020.07.20.,http://www.ajunews.com/view/20200719230526604
2020.07.20.,https://www.news1.kr/articles/?4000445
2020.07.20.,https://www.iloveorganic.co.kr/news/articleView.html?idxno=310708
2020.07.20.,http://www.sisajournal-e.com/news/articleView.html?idxno=221408
2020.07.21.,http://www.sportsq.co.kr/news/articleView.html?idxno=415553
2020.07.21.,http://www.weeklytoday.com/news/articleView.html?idxno=303223
2020.07.22.,https://www.dailian.co.kr/news/view/906665?sc=Naver
2020.07.22.,http://it.chosun.com/site/data/html_dir/2020/07/21/2020072103079.html
2020.07.22.,http://www.inews24.com/view/1283906
2020.07.23.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=242197
2020.07.23.,http://www.businesspost.co.kr/BP?command=article_view&num=188548
2020.07.23.,http://www.sporbiz.co.kr/news/articleView.html?idxno=456939
2020.07.27.,http://www.inews24.com/view/1285291
2020.07.28.,http://isplus.live.joins.com/news/article/article.asp?total_id=23834827
2020.07.28.,http://isplus.live.joins.com/news/article/article.asp?total_id=23834828
2020.07.28.,http://www.ilyosisa.co.kr/news/articleView.html?idxno=220412
2020.08.03.,http://www.gameshot.net/common/con_view.php?code=GA5f27b3a4d30db
2020.08.04.,http://www.g-enews.com/ko-kr/news/article/news_all/202008040622159445442088f476_1/article.html
2020.08.04.,http://www.etnews.com/20200804000071
2020.08.04.,https://www.venturesquare.net/812667
2020.08.04.,http://www.inews24.com/view/1287617
2020.08.04.,http://www.inews24.com/view/1287626
2020.08.04.,http://game.mk.co.kr/view.php?year=2020&no=796407
2020.08.04.,https://game.donga.com/96247/
2020.08.04.,http://game.dailyesports.com/view.php?ud=202008041117498109da2c546b3a_26
2020.08.04.,http://gamefocus.co.kr/detail.php?number=107908
2020.08.04.,https://www.thisisgame.com/webzine/news/nboard/4/?n=106745
2020.08.04.,http://www.bloter.net/archives/399157
2020.08.04.,http://www.inven.co.kr/webzine/news/?news=242420
2020.08.04.,http://www.newspim.com/news/view/20200804000768
2020.08.04.,http://www.gametoc.co.kr/news/articleView.html?idxno=55593
2020.08.05.,http://www.newspim.com/news/view/20200805000836
2020.08.06.,http://www.ajunews.com/view/20200806150137623
2020.08.07.,http://www.ajunews.com/view/20200807002410824
2020.08.07.,https://www.etoday.co.kr/news/view/1926867
2020.08.07.,https://www.asiatoday.co.kr/view.php?key=20200807010003639
2020.08.07.,https://zdnet.co.kr/view/?no=20200807082402
2020.08.07.,https://view.asiae.co.kr/article/2020080708333873864
2020.08.07.,https://www.sedaily.com/NewsView/1Z6HJMIOVZ
2020.08.07.,https://biz.chosun.com/site/data/html_dir/2020/08/07/2020080700607.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2020.08.07.,http://www.edaily.co.kr/news/newspath.asp?newsid=01630166625865024
2020.08.07.,http://www.lawissue.co.kr/view.php?ud=202008070846422534204ead0791_12
2020.08.07.,http://www.newstomato.com/ReadNews.aspx?no=988790
2020.08.07.,https://www.ebn.co.kr/news/view/1445803/?sc=Naver
2020.08.07.,https://www.techm.kr/news/articleView.html?idxno=74125
2020.08.07.,http://www.ddaily.co.kr/news/article.html?no=199729
2020.08.07.,http://news.tf.co.kr/read/economy/1805797.htm
2020.08.07.,http://daily.hankooki.com/lpage/ittech/202008/dh20200807085454138240.htm?s_ref=nv
2020.08.07.,http://news.mk.co.kr/newsRead.php?no=809444&year=2020
2020.08.07.,http://news.einfomax.co.kr/news/articleView.html?idxno=4101495
2020.08.07.,https://www.wikitree.co.kr/articles/559991
2020.08.07.,https://www.news1.kr/articles/?4019173
2020.08.07.,http://biz.newdaily.co.kr/site/data/html/2020/08/07/2020080700010.html
2020.08.07.,http://news.heraldcorp.com/view.php?ud=20200807000069
2020.08.07.,http://news.kbiz.or.kr/news/articleView.html?idxno=70923
2020.08.07.,http://www.betanews.net:8080/article/1218629.html
2020.08.07.,http://www.gameshot.net/common/con_view.php?code=GA5f2c984f97c33
2020.08.07.,http://www.newsway.co.kr/news/view?tp=1&ud=2020080709033939422
2020.08.07.,http://www.fnnews.com/news/202008070904194499
2020.08.07.,http://www.seoulfn.com/news/articleView.html?idxno=391396
2020.08.07.,http://www.econovill.com/news/articleView.html?idxno=407440
2020.08.07.,http://news.mt.co.kr/mtview.php?no=2020080708443244784
2020.08.07.,http://www.digitaltoday.co.kr/news/articleView.html?idxno=244043
